Description,trans_date,Quantity,day_of_week,month
LUNCH BAG  BLACK SKULL.,2011-11-04,32,4,11
LUNCH BAG  BLACK SKULL.,2011-11-06,8,6,11
LUNCH BAG  BLACK SKULL.,2011-11-07,40,0,11
LUNCH BAG  BLACK SKULL.,2011-11-08,42,1,11
LUNCH BAG  BLACK SKULL.,2011-11-09,50,2,11
LUNCH BAG  BLACK SKULL.,2011-11-10,36,3,11
LUNCH BAG  BLACK SKULL.,2011-11-11,33,4,11
LUNCH BAG  BLACK SKULL.,2011-11-13,40,6,11
LUNCH BAG  BLACK SKULL.,2011-11-14,40,0,11
LUNCH BAG  BLACK SKULL.,2011-11-15,145,1,11
LUNCH BAG  BLACK SKULL.,2011-11-16,35,2,11
LUNCH BAG  BLACK SKULL.,2011-11-17,46,3,11
LUNCH BAG  BLACK SKULL.,2011-11-18,58,4,11
LUNCH BAG  BLACK SKULL.,2011-11-20,35,6,11
LUNCH BAG  BLACK SKULL.,2011-11-21,36,0,11
LUNCH BAG  BLACK SKULL.,2011-11-22,33,1,11
LUNCH BAG  BLACK SKULL.,2011-11-23,135,2,11
LUNCH BAG  BLACK SKULL.,2011-11-24,67,3,11
LUNCH BAG  BLACK SKULL.,2011-11-25,31,4,11
LUNCH BAG  BLACK SKULL.,2011-11-27,19,6,11
LUNCH BAG  BLACK SKULL.,2011-11-28,41,0,11
LUNCH BAG  BLACK SKULL.,2011-11-29,15,1,11
LUNCH BAG  BLACK SKULL.,2011-11-30,64,2,11
LUNCH BAG  BLACK SKULL.,2011-12-01,78,3,12
LUNCH BAG  BLACK SKULL.,2011-12-02,33,4,12
LUNCH BAG  BLACK SKULL.,2011-12-04,8,6,12
LUNCH BAG  BLACK SKULL.,2011-12-05,22,0,12
LUNCH BAG  BLACK SKULL.,2011-12-06,54,1,12
LUNCH BAG  BLACK SKULL.,2011-12-07,40,2,12
LUNCH BAG  BLACK SKULL.,2011-12-08,21,3,12
LUNCH BAG  BLACK SKULL.,2011-12-09,1,4,12
LUNCH BAG RED RETROSPOT,2010-12-01,72,2,12
LUNCH BAG RED RETROSPOT,2010-12-02,11,3,12
LUNCH BAG RED RETROSPOT,2010-12-03,81,4,12
LUNCH BAG RED RETROSPOT,2010-12-05,36,6,12
LUNCH BAG RED RETROSPOT,2010-12-06,27,0,12
LUNCH BAG RED RETROSPOT,2010-12-07,10,1,12
LUNCH BAG RED RETROSPOT,2010-12-08,116,2,12
LUNCH BAG RED RETROSPOT,2010-12-09,21,3,12
LUNCH BAG RED RETROSPOT,2010-12-10,40,4,12
LUNCH BAG RED RETROSPOT,2010-12-12,18,6,12
LUNCH BAG RED RETROSPOT,2010-12-13,21,0,12
LUNCH BAG RED RETROSPOT,2010-12-14,32,1,12
LUNCH BAG RED RETROSPOT,2010-12-15,59,2,12
LUNCH BAG RED RETROSPOT,2010-12-16,51,3,12
LUNCH BAG RED RETROSPOT,2010-12-17,10,4,12
LUNCH BAG RED RETROSPOT,2010-12-19,2,6,12
LUNCH BAG RED RETROSPOT,2010-12-20,10,0,12
LUNCH BAG RED RETROSPOT,2010-12-21,20,1,12
LUNCH BAG RED RETROSPOT,2010-12-22,10,2,12
LUNCH BAG RED RETROSPOT,2011-01-04,20,1,1
LUNCH BAG RED RETROSPOT,2011-01-05,100,2,1
LUNCH BAG RED RETROSPOT,2011-01-06,293,3,1
LUNCH BAG RED RETROSPOT,2011-01-07,24,4,1
LUNCH BAG RED RETROSPOT,2011-01-09,23,6,1
LUNCH BAG RED RETROSPOT,2011-01-10,30,0,1
LUNCH BAG RED RETROSPOT,2011-01-11,20,1,1
LUNCH BAG RED RETROSPOT,2011-01-12,4,2,1
LUNCH BAG RED RETROSPOT,2011-01-13,130,3,1
LUNCH BAG RED RETROSPOT,2011-01-14,140,4,1
LUNCH BAG RED RETROSPOT,2011-01-16,112,6,1
LUNCH BAG RED RETROSPOT,2011-01-17,4,0,1
LUNCH BAG RED RETROSPOT,2011-01-18,5,1,1
LUNCH BAG RED RETROSPOT,2011-01-19,102,2,1
LUNCH BAG RED RETROSPOT,2011-01-20,14,3,1
LUNCH BAG RED RETROSPOT,2011-01-24,20,0,1
LUNCH BAG RED RETROSPOT,2011-01-25,33,1,1
LUNCH BAG RED RETROSPOT,2011-01-26,31,2,1
LUNCH BAG RED RETROSPOT,2011-01-27,40,3,1
LUNCH BAG RED RETROSPOT,2011-01-28,20,4,1
LUNCH BAG RED RETROSPOT,2011-01-31,181,0,1
LUNCH BAG RED RETROSPOT,2011-02-01,129,1,2
LUNCH BAG RED RETROSPOT,2011-02-02,24,2,2
LUNCH BAG RED RETROSPOT,2011-02-03,16,3,2
LUNCH BAG RED RETROSPOT,2011-02-04,40,4,2
LUNCH BAG RED RETROSPOT,2011-02-07,22,0,2
LUNCH BAG RED RETROSPOT,2011-02-08,21,1,2
LUNCH BAG RED RETROSPOT,2011-02-09,134,2,2
LUNCH BAG RED RETROSPOT,2011-02-10,14,3,2
LUNCH BAG RED RETROSPOT,2011-02-11,40,4,2
LUNCH BAG RED RETROSPOT,2011-02-13,13,6,2
LUNCH BAG RED RETROSPOT,2011-02-14,33,0,2
LUNCH BAG RED RETROSPOT,2011-02-15,20,1,2
LUNCH BAG RED RETROSPOT,2011-02-16,60,2,2
LUNCH BAG RED RETROSPOT,2011-02-17,41,3,2
LUNCH BAG RED RETROSPOT,2011-02-18,106,4,2
LUNCH BAG RED RETROSPOT,2011-02-20,4,6,2
LUNCH BAG RED RETROSPOT,2011-02-21,110,0,2
LUNCH BAG RED RETROSPOT,2011-02-22,25,1,2
LUNCH BAG RED RETROSPOT,2011-02-23,10,2,2
LUNCH BAG RED RETROSPOT,2011-02-24,30,3,2
LUNCH BAG RED RETROSPOT,2011-02-25,172,4,2
LUNCH BAG RED RETROSPOT,2011-02-27,2,6,2
LUNCH BAG RED RETROSPOT,2011-02-28,10,0,2
LUNCH BAG RED RETROSPOT,2011-03-01,100,1,3
LUNCH BAG RED RETROSPOT,2011-03-02,10,2,3
LUNCH BAG RED RETROSPOT,2011-03-03,25,3,3
LUNCH BAG RED RETROSPOT,2011-03-04,20,4,3
LUNCH BAG RED RETROSPOT,2011-03-06,6,6,3
LUNCH BAG RED RETROSPOT,2011-03-07,1,0,3
LUNCH BAG RED RETROSPOT,2011-03-08,64,1,3
LUNCH BAG RED RETROSPOT,2011-03-09,20,2,3
LUNCH BAG RED RETROSPOT,2011-03-10,35,3,3
LUNCH BAG RED RETROSPOT,2011-03-11,25,4,3
LUNCH BAG RED RETROSPOT,2011-03-14,152,0,3
LUNCH BAG RED RETROSPOT,2011-03-15,3,1,3
LUNCH BAG RED RETROSPOT,2011-03-16,4,2,3
LUNCH BAG RED RETROSPOT,2011-03-17,40,3,3
LUNCH BAG RED RETROSPOT,2011-03-18,2,4,3
LUNCH BAG RED RETROSPOT,2011-03-20,53,6,3
LUNCH BAG RED RETROSPOT,2011-03-21,75,0,3
LUNCH BAG RED RETROSPOT,2011-03-22,22,1,3
LUNCH BAG RED RETROSPOT,2011-03-23,21,2,3
LUNCH BAG RED RETROSPOT,2011-03-24,35,3,3
LUNCH BAG RED RETROSPOT,2011-03-25,203,4,3
LUNCH BAG RED RETROSPOT,2011-03-28,75,0,3
LUNCH BAG RED RETROSPOT,2011-03-29,163,1,3
LUNCH BAG RED RETROSPOT,2011-03-30,156,2,3
LUNCH BAG RED RETROSPOT,2011-03-31,77,3,3
LUNCH BAG RED RETROSPOT,2011-04-01,40,4,4
LUNCH BAG RED RETROSPOT,2011-04-03,11,6,4
LUNCH BAG RED RETROSPOT,2011-04-04,40,0,4
LUNCH BAG RED RETROSPOT,2011-04-05,2,1,4
LUNCH BAG RED RETROSPOT,2011-04-06,59,2,4
LUNCH BAG RED RETROSPOT,2011-04-07,17,3,4
LUNCH BAG RED RETROSPOT,2011-04-08,80,4,4
LUNCH BAG RED RETROSPOT,2011-04-10,22,6,4
LUNCH BAG RED RETROSPOT,2011-04-11,63,0,4
LUNCH BAG RED RETROSPOT,2011-04-12,61,1,4
LUNCH BAG RED RETROSPOT,2011-04-13,34,2,4
LUNCH BAG RED RETROSPOT,2011-04-14,40,3,4
LUNCH BAG RED RETROSPOT,2011-04-15,42,4,4
LUNCH BAG RED RETROSPOT,2011-04-17,3,6,4
LUNCH BAG RED RETROSPOT,2011-04-18,134,0,4
LUNCH BAG RED RETROSPOT,2011-04-19,36,1,4
LUNCH BAG RED RETROSPOT,2011-04-20,65,2,4
LUNCH BAG RED RETROSPOT,2011-04-21,52,3,4
LUNCH BAG RED RETROSPOT,2011-04-26,32,1,4
LUNCH BAG RED RETROSPOT,2011-04-27,68,2,4
LUNCH BAG RED RETROSPOT,2011-04-28,23,3,4
LUNCH BAG RED RETROSPOT,2011-05-01,10,6,5
LUNCH BAG RED RETROSPOT,2011-05-03,44,1,5
LUNCH BAG RED RETROSPOT,2011-05-04,1,2,5
LUNCH BAG RED RETROSPOT,2011-05-05,37,3,5
LUNCH BAG RED RETROSPOT,2011-05-06,129,4,5
LUNCH BAG RED RETROSPOT,2011-05-08,35,6,5
LUNCH BAG RED RETROSPOT,2011-05-09,112,0,5
LUNCH BAG RED RETROSPOT,2011-05-10,34,1,5
LUNCH BAG RED RETROSPOT,2011-05-11,157,2,5
LUNCH BAG RED RETROSPOT,2011-05-12,430,3,5
LUNCH BAG RED RETROSPOT,2011-05-13,88,4,5
LUNCH BAG RED RETROSPOT,2011-05-15,16,6,5
LUNCH BAG RED RETROSPOT,2011-05-16,108,0,5
LUNCH BAG RED RETROSPOT,2011-05-17,52,1,5
LUNCH BAG RED RETROSPOT,2011-05-18,21,2,5
LUNCH BAG RED RETROSPOT,2011-05-19,82,3,5
LUNCH BAG RED RETROSPOT,2011-05-20,120,4,5
LUNCH BAG RED RETROSPOT,2011-05-22,53,6,5
LUNCH BAG RED RETROSPOT,2011-05-23,63,0,5
LUNCH BAG RED RETROSPOT,2011-05-24,65,1,5
LUNCH BAG RED RETROSPOT,2011-05-25,107,2,5
LUNCH BAG RED RETROSPOT,2011-05-26,263,3,5
LUNCH BAG RED RETROSPOT,2011-05-27,130,4,5
LUNCH BAG RED RETROSPOT,2011-05-29,8,6,5
LUNCH BAG RED RETROSPOT,2011-05-31,32,1,5
LUNCH BAG RED RETROSPOT,2011-06-01,4,2,6
LUNCH BAG RED RETROSPOT,2011-06-02,26,3,6
LUNCH BAG RED RETROSPOT,2011-06-03,41,4,6
LUNCH BAG RED RETROSPOT,2011-06-05,63,6,6
LUNCH BAG RED RETROSPOT,2011-06-06,20,0,6
LUNCH BAG RED RETROSPOT,2011-06-07,194,1,6
LUNCH BAG RED RETROSPOT,2011-06-08,185,2,6
LUNCH BAG RED RETROSPOT,2011-06-09,52,3,6
LUNCH BAG RED RETROSPOT,2011-06-10,40,4,6
LUNCH BAG RED RETROSPOT,2011-06-12,25,6,6
LUNCH BAG RED RETROSPOT,2011-06-13,10,0,6
LUNCH BAG RED RETROSPOT,2011-06-14,8,1,6
LUNCH BAG RED RETROSPOT,2011-06-15,167,2,6
LUNCH BAG RED RETROSPOT,2011-06-16,47,3,6
LUNCH BAG RED RETROSPOT,2011-06-17,63,4,6
LUNCH BAG RED RETROSPOT,2011-06-19,113,6,6
LUNCH BAG RED RETROSPOT,2011-06-20,26,0,6
LUNCH BAG RED RETROSPOT,2011-06-21,40,1,6
LUNCH BAG RED RETROSPOT,2011-06-22,22,2,6
LUNCH BAG RED RETROSPOT,2011-06-23,49,3,6
LUNCH BAG RED RETROSPOT,2011-06-24,41,4,6
LUNCH BAG RED RETROSPOT,2011-06-26,33,6,6
LUNCH BAG RED RETROSPOT,2011-06-27,25,0,6
LUNCH BAG RED RETROSPOT,2011-06-28,121,1,6
LUNCH BAG RED RETROSPOT,2011-06-29,2,2,6
LUNCH BAG RED RETROSPOT,2011-06-30,57,3,6
LUNCH BAG RED RETROSPOT,2011-07-01,32,4,7
LUNCH BAG RED RETROSPOT,2011-07-03,46,6,7
LUNCH BAG RED RETROSPOT,2011-07-04,188,0,7
LUNCH BAG RED RETROSPOT,2011-07-05,26,1,7
LUNCH BAG RED RETROSPOT,2011-07-06,39,2,7
LUNCH BAG RED RETROSPOT,2011-07-07,10,3,7
LUNCH BAG RED RETROSPOT,2011-07-08,150,4,7
LUNCH BAG RED RETROSPOT,2011-07-10,12,6,7
LUNCH BAG RED RETROSPOT,2011-07-11,44,0,7
LUNCH BAG RED RETROSPOT,2011-07-12,40,1,7
LUNCH BAG RED RETROSPOT,2011-07-13,38,2,7
LUNCH BAG RED RETROSPOT,2011-07-14,43,3,7
LUNCH BAG RED RETROSPOT,2011-07-15,11,4,7
LUNCH BAG RED RETROSPOT,2011-07-17,53,6,7
LUNCH BAG RED RETROSPOT,2011-07-18,63,0,7
LUNCH BAG RED RETROSPOT,2011-07-19,281,1,7
LUNCH BAG RED RETROSPOT,2011-07-20,25,2,7
LUNCH BAG RED RETROSPOT,2011-07-21,30,3,7
LUNCH BAG RED RETROSPOT,2011-07-22,52,4,7
LUNCH BAG RED RETROSPOT,2011-07-24,124,6,7
LUNCH BAG RED RETROSPOT,2011-07-25,42,0,7
LUNCH BAG RED RETROSPOT,2011-07-26,30,1,7
LUNCH BAG RED RETROSPOT,2011-07-27,70,2,7
LUNCH BAG RED RETROSPOT,2011-07-28,141,3,7
LUNCH BAG RED RETROSPOT,2011-07-29,49,4,7
LUNCH BAG RED RETROSPOT,2011-07-31,24,6,7
LUNCH BAG RED RETROSPOT,2011-08-01,52,0,8
LUNCH BAG RED RETROSPOT,2011-08-02,220,1,8
LUNCH BAG RED RETROSPOT,2011-08-03,34,2,8
LUNCH BAG RED RETROSPOT,2011-08-04,245,3,8
LUNCH BAG RED RETROSPOT,2011-08-05,5,4,8
LUNCH BAG RED RETROSPOT,2011-08-07,4,6,8
LUNCH BAG RED RETROSPOT,2011-08-08,154,0,8
LUNCH BAG RED RETROSPOT,2011-08-09,91,1,8
LUNCH BAG RED RETROSPOT,2011-08-10,113,2,8
LUNCH BAG RED RETROSPOT,2011-08-11,217,3,8
LUNCH BAG RED RETROSPOT,2011-08-12,70,4,8
LUNCH BAG RED RETROSPOT,2011-08-14,13,6,8
LUNCH BAG RED RETROSPOT,2011-08-15,40,0,8
LUNCH BAG RED RETROSPOT,2011-08-16,91,1,8
LUNCH BAG RED RETROSPOT,2011-08-17,122,2,8
LUNCH BAG RED RETROSPOT,2011-08-18,95,3,8
LUNCH BAG RED RETROSPOT,2011-08-19,30,4,8
LUNCH BAG RED RETROSPOT,2011-08-21,26,6,8
LUNCH BAG RED RETROSPOT,2011-08-22,55,0,8
LUNCH BAG RED RETROSPOT,2011-08-23,127,1,8
LUNCH BAG RED RETROSPOT,2011-08-24,10,2,8
LUNCH BAG RED RETROSPOT,2011-08-25,80,3,8
LUNCH BAG RED RETROSPOT,2011-08-26,20,4,8
LUNCH BAG RED RETROSPOT,2011-08-28,19,6,8
LUNCH BAG RED RETROSPOT,2011-08-30,10,1,8
LUNCH BAG RED RETROSPOT,2011-08-31,30,2,8
LUNCH BAG RED RETROSPOT,2011-09-01,54,3,9
LUNCH BAG RED RETROSPOT,2011-09-02,53,4,9
LUNCH BAG RED RETROSPOT,2011-09-04,38,6,9
LUNCH BAG RED RETROSPOT,2011-09-05,108,0,9
LUNCH BAG RED RETROSPOT,2011-09-06,66,1,9
LUNCH BAG RED RETROSPOT,2011-09-07,155,2,9
LUNCH BAG RED RETROSPOT,2011-09-08,7,3,9
LUNCH BAG RED RETROSPOT,2011-09-09,54,4,9
LUNCH BAG RED RETROSPOT,2011-09-11,22,6,9
LUNCH BAG RED RETROSPOT,2011-09-12,42,0,9
LUNCH BAG RED RETROSPOT,2011-09-13,50,1,9
LUNCH BAG RED RETROSPOT,2011-09-14,122,2,9
LUNCH BAG RED RETROSPOT,2011-09-15,80,3,9
LUNCH BAG RED RETROSPOT,2011-09-16,25,4,9
LUNCH BAG RED RETROSPOT,2011-09-18,2,6,9
LUNCH BAG RED RETROSPOT,2011-09-19,301,0,9
LUNCH BAG RED RETROSPOT,2011-09-20,35,1,9
LUNCH BAG RED RETROSPOT,2011-09-21,13,2,9
LUNCH BAG RED RETROSPOT,2011-09-22,51,3,9
LUNCH BAG RED RETROSPOT,2011-09-23,33,4,9
LUNCH BAG RED RETROSPOT,2011-09-25,40,6,9
LUNCH BAG RED RETROSPOT,2011-09-26,3,0,9
LUNCH BAG RED RETROSPOT,2011-09-27,32,1,9
LUNCH BAG RED RETROSPOT,2011-09-28,88,2,9
LUNCH BAG RED RETROSPOT,2011-09-29,105,3,9
LUNCH BAG RED RETROSPOT,2011-09-30,62,4,9
LUNCH BAG RED RETROSPOT,2011-10-03,38,0,10
LUNCH BAG RED RETROSPOT,2011-10-04,24,1,10
LUNCH BAG RED RETROSPOT,2011-10-05,90,2,10
LUNCH BAG RED RETROSPOT,2011-10-06,60,3,10
LUNCH BAG RED RETROSPOT,2011-10-07,25,4,10
LUNCH BAG RED RETROSPOT,2011-10-09,2,6,10
LUNCH BAG RED RETROSPOT,2011-10-10,32,0,10
LUNCH BAG RED RETROSPOT,2011-10-11,94,1,10
LUNCH BAG RED RETROSPOT,2011-10-12,31,2,10
LUNCH BAG RED RETROSPOT,2011-10-13,75,3,10
LUNCH BAG RED RETROSPOT,2011-10-14,140,4,10
LUNCH BAG RED RETROSPOT,2011-10-16,6,6,10
LUNCH BAG RED RETROSPOT,2011-10-17,22,0,10
LUNCH BAG RED RETROSPOT,2011-10-18,46,1,10
LUNCH BAG RED RETROSPOT,2011-10-19,20,2,10
LUNCH BAG RED RETROSPOT,2011-10-20,110,3,10
LUNCH BAG RED RETROSPOT,2011-10-21,24,4,10
LUNCH BAG RED RETROSPOT,2011-10-23,14,6,10
LUNCH BAG RED RETROSPOT,2011-10-24,8,0,10
LUNCH BAG RED RETROSPOT,2011-10-25,27,1,10
LUNCH BAG RED RETROSPOT,2011-10-26,52,2,10
LUNCH BAG RED RETROSPOT,2011-10-27,45,3,10
LUNCH BAG RED RETROSPOT,2011-10-28,91,4,10
LUNCH BAG RED RETROSPOT,2011-10-30,78,6,10
LUNCH BAG RED RETROSPOT,2011-10-31,6,0,10
LUNCH BAG RED RETROSPOT,2011-11-01,6,1,11
LUNCH BAG RED RETROSPOT,2011-11-02,116,2,11
LUNCH BAG RED RETROSPOT,2011-11-03,30,3,11
LUNCH BAG RED RETROSPOT,2011-11-04,30,4,11
LUNCH BAG RED RETROSPOT,2011-11-06,122,6,11
LUNCH BAG RED RETROSPOT,2011-11-07,130,0,11
LUNCH BAG RED RETROSPOT,2011-11-08,41,1,11
LUNCH BAG RED RETROSPOT,2011-11-09,160,2,11
LUNCH BAG RED RETROSPOT,2011-11-10,93,3,11
LUNCH BAG RED RETROSPOT,2011-11-11,60,4,11
LUNCH BAG RED RETROSPOT,2011-11-13,23,6,11
LUNCH BAG RED RETROSPOT,2011-11-14,155,0,11
LUNCH BAG RED RETROSPOT,2011-11-15,215,1,11
LUNCH BAG RED RETROSPOT,2011-11-16,56,2,11
LUNCH BAG RED RETROSPOT,2011-11-17,69,3,11
LUNCH BAG RED RETROSPOT,2011-11-18,32,4,11
LUNCH BAG RED RETROSPOT,2011-11-20,49,6,11
LUNCH BAG RED RETROSPOT,2011-11-21,34,0,11
LUNCH BAG RED RETROSPOT,2011-11-22,20,1,11
LUNCH BAG RED RETROSPOT,2011-11-23,37,2,11
LUNCH BAG RED RETROSPOT,2011-11-24,42,3,11
LUNCH BAG RED RETROSPOT,2011-11-25,54,4,11
LUNCH BAG RED RETROSPOT,2011-11-27,7,6,11
LUNCH BAG RED RETROSPOT,2011-11-28,56,0,11
LUNCH BAG RED RETROSPOT,2011-11-29,20,1,11
LUNCH BAG RED RETROSPOT,2011-11-30,74,2,11
LUNCH BAG RED RETROSPOT,2011-12-01,50,3,12
LUNCH BAG RED RETROSPOT,2011-12-02,50,4,12
LUNCH BAG RED RETROSPOT,2011-12-04,3,6,12
LUNCH BAG RED RETROSPOT,2011-12-05,47,0,12
LUNCH BAG RED RETROSPOT,2011-12-06,85,1,12
LUNCH BAG RED RETROSPOT,2011-12-07,35,2,12
LUNCH BAG RED RETROSPOT,2011-12-08,46,3,12
LUNCH BAG RED RETROSPOT,2011-12-09,41,4,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-01,221,2,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-02,459,3,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-03,168,4,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-05,21,6,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-06,120,0,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-07,145,1,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-08,126,2,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-09,65,3,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-10,360,4,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-12,5,6,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-13,26,0,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-14,78,1,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-15,194,2,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-17,240,4,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-20,984,0,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-21,288,1,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-22,24,2,12
PACK OF 72 RETROSPOT CAKE CASES,2010-12-23,48,3,12
PACK OF 72 RETROSPOT CAKE CASES,2011-01-04,25,1,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-05,24,2,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-06,80,3,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-07,171,4,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-09,24,6,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-10,24,0,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-11,168,1,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-12,176,2,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-13,72,3,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-14,169,4,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-18,72,1,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-19,1540,2,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-21,120,4,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-23,8,6,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-24,168,0,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-25,121,1,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-26,168,2,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-27,42,3,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-30,4,6,1
PACK OF 72 RETROSPOT CAKE CASES,2011-01-31,150,0,1
PACK OF 72 RETROSPOT CAKE CASES,2011-02-01,138,1,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-02,2,2,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-03,160,3,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-04,75,4,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-07,48,0,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-08,48,1,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-09,48,2,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-10,26,3,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-11,120,4,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-13,26,6,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-14,30,0,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-15,144,1,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-16,24,2,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-17,30,3,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-18,192,4,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-20,13,6,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-21,34,0,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-22,337,1,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-23,72,2,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-24,74,3,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-25,72,4,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-27,100,6,2
PACK OF 72 RETROSPOT CAKE CASES,2011-02-28,99,0,2
PACK OF 72 RETROSPOT CAKE CASES,2011-03-01,120,1,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-02,121,2,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-03,25,3,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-04,198,4,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-06,120,6,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-07,24,0,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-08,228,1,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-09,96,2,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-10,336,3,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-11,48,4,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-13,1,6,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-14,555,0,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-15,78,1,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-16,360,2,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-17,24,3,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-18,26,4,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-20,226,6,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-21,53,0,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-22,36,1,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-23,123,2,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-24,211,3,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-25,50,4,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-27,28,6,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-28,49,0,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-29,434,1,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-30,77,2,3
PACK OF 72 RETROSPOT CAKE CASES,2011-03-31,72,3,3
PACK OF 72 RETROSPOT CAKE CASES,2011-04-01,30,4,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-03,9,6,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-04,291,0,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-05,98,1,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-06,98,2,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-07,11,3,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-08,72,4,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-10,25,6,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-11,107,0,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-12,86,1,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-13,24,2,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-14,240,3,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-15,24,4,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-17,54,6,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-18,200,0,4
PACK OF 72 RETROSPOT CAKE CASES,2011-04-19,73,1,4
